transcript	Control_rep1	Control_rep2	Control_rep3	Arsenite_rep1	Arsenite_rep2	Arsenite_rep3
ENST00000370217	2	7	5	3	4	1
ENST00000370220	18	19	21	8	9	20
ENST00000370223	18	19	21	8	9	20
ENST00000370224	2	1	1	2	1	3
ENST00000370225			1			
ENST00000370228	24	20	10	6	9	12
ENST00000370232	2	6	3	2	2	1
ENST00000370234	94	82	58	3	5	15
ENST00000370236	96	84	58	3	5	15
ENST00000370238	9	6	4		1	1
ENST00000370241	94	82	58	3	5	15
ENST00000370242	94	82	58	3	5	15
ENST00000370243	8	9	7	7	1	4
ENST00000370244	8	9	7	7	1	4
ENST00000370247	8	8	6	6	1	3
ENST00000370249	27	14	12	5	7	4
ENST00000370250	8	5	6	1	1	2
ENST00000370251	27	14	12	5	7	4
ENST00000370253	123	109	56	31	18	11
ENST00000370267	9	8	11	12	4	6
ENST00000370268	94	69	36	15	9	13
ENST00000370269	41	57	61	54	36	34
ENST00000370271	25	36	37	38	28	28
ENST00000370272	9	8	11	12	4	6
ENST00000370274	311	240	156	45	16	31
ENST00000370275	351	244	154	55	41	31
ENST00000370276	19	27	32	21	13	20
ENST00000370277	540	495	264	35	21	26
ENST00000370280	120	86	70	12	9	9
ENST00000370282	150	101	83	13	13	9
ENST00000370283	396	268	174	68	50	42
ENST00000370290	9	9	8	2	2	
ENST00000370298	23	24	23	7	10	7
ENST00000370300	136	99	69	12	10	10
ENST00000370303	20	23	21	6	8	5
ENST00000370305	131	92	65	11	10	10
ENST00000370310	3	1	3		2	2
ENST00000370314	1					
ENST00000370315	19	4	13	3	7	4
ENST00000370318	19	4	13	3	7	4
ENST00000370320	45	27	29	3	1	
ENST00000370321	5769	3911	2897	297	208	278
ENST00000370322	116	71	53	5	5	4
ENST00000370331	11	11	13	11	10	3
ENST00000370332		1	2		1	1
ENST00000370334		4	2	2		2
ENST00000370336	57	55	43	22	16	13
ENST00000370339	95	87	65	24	27	39
ENST00000370345		3	1	1	2	1
ENST00000370349	11	3	7	2	2	2
ENST00000370351	11	3	7	2	2	2
ENST00000370355	3818	2291	1662	288	131	194
ENST00000370359	1					
ENST00000370360	15	12	11	3	1	2
ENST00000370361	11	2	4		1	
ENST00000370363	1					
ENST00000370366	171	124	103	50	35	50
ENST00000370368	171	124	103	51	35	50
ENST00000370371	171	124	103	51	35	50
ENST00000370372	35	25	18	2	4	4
ENST00000370377	140	136	80	20	7	16
ENST00000370378	7	9	6	5	2	1
ENST00000370383		3	3			
ENST00000370384	1	3	4	2	1	2
ENST00000370388						1
ENST00000370389	2					
ENST00000370390	155	128	95	28	16	26
ENST00000370396	60	53	34	5	7	6
ENST00000370397	156	90	117	37	36	32
ENST00000370399	1	2	1		1	2
ENST00000370401	10	9	6	2	2	2
ENST00000370404	30	23	28	31	16	19
ENST00000370406	30	23	28	31	16	19
ENST00000370408	90	67	60	11	3	4
ENST00000370409	30	23	28	31	16	19
ENST00000370416					1	
ENST00000370435	20	15	16	5	7	4
ENST00000370440	82	82	54	31	40	34
ENST00000370441	3	2	5	1	2	
ENST00000370447	238	226	187	42	28	26
ENST00000370452	86	76	48	13	4	10
ENST00000370454	5	1	2			1
ENST00000370455	87	77	43	13	4	11
ENST00000370461	140	112	95	75	47	79
ENST00000370466	10	4	3			
ENST00000370470	333	247	192	53	44	55
ENST00000370471	307	200	170	48	34	44
ENST00000370472	71	44	40	5	5	7
ENST00000370474	26	10	8	1	1	2
ENST00000370475	374	272	211	56	43	56
ENST00000370476	111	75	65	10	6	9
ENST00000370477	372	270	209	56	43	56
ENST00000370481	1					
ENST00000370483	140	86	76	10	4	6
ENST00000370486	31	19	18	1	1	2
ENST00000370487	505	459	304	90	65	79
ENST00000370489	11	6	7	2	7	6
ENST00000370491	82	75	49	3	2	12
ENST00000370495	32	54	35	9	12	16
ENST00000370500	79	57	28	10	3	4
ENST00000370501	1		2	1	1	
ENST00000370507	19	16	14	4	3	8
ENST00000370508	117	108	75	17	13	15
ENST00000370509	19	12	18	1	1	
ENST00000370513	174	160	116	49	37	33
ENST00000370521	180	163	122	49	38	33
ENST00000370526	146	112	102	30	35	11
ENST00000370542	2	3		1		
ENST00000370544	3	3	1	1		
ENST00000370548	89	63	52	9	10	13
ENST00000370550	91	66	52	9	10	13
ENST00000370551	87	64	51	9	10	12
ENST00000370554	216	156	107	20	6	15
ENST00000370557	85	57	50	17	9	8
ENST00000370558	48	49	24	6	4	2
ENST00000370562	54	32	31	4	7	3
ENST00000370565	1	1				
ENST00000370566	4	5	3	9	6	2
ENST00000370570	86	89	54	3	7	5
ENST00000370571	2	1				1
ENST00000370574	378	327	187	48	38	38
ENST00000370575	69	70	63	24	8	8
ENST00000370584	51	36	49	18	13	23
ENST00000370586	16	10	13	6	2	3
ENST00000370587	2		2		1	
ENST00000370589	3	3	2		1	
ENST00000370592	138	80	51	3	3	7
ENST00000370596	1	1				
ENST00000370602	1	1	1			
ENST00000370608	11	8	5	2		1
ENST00000370610	55	48	39	14	19	13
ENST00000370613	47	39	34	9	13	12
ENST00000370620	3	2		2	1	
ENST00000370622	3	2		2	1	
ENST00000370625	1					
ENST00000370626	7	5	6	1		
ENST00000370630	16	13	13		1	1
ENST00000370631	15	11	6	2		4
ENST00000370635		3		2		
ENST00000370640		1	1			
ENST00000370641	2	2				1
ENST00000370642			1			
ENST00000370645	2	2				1
ENST00000370646	1	2	4	1		
ENST00000370647		2	2	1		
ENST00000370649	14	10	6	3		4
ENST00000370651	77	62	49	20	9	17
ENST00000370654	100	74	39	13	8	7
ENST00000370655		1				
ENST00000370656	62	38	20	6	3	2
ENST00000370659	62	45	28	2	2	4
ENST00000370660	206	166	122	29	31	33
ENST00000370661	194	153	113	28	31	30
ENST00000370663	202	163	121	29	31	33
ENST00000370664	5	2	2	1		1
ENST00000370673		1				
ENST00000370674	8	7	5			2
ENST00000370676	7	6	5			2
ENST00000370680	6	12	7	2	1	2
ENST00000370682	7	12	13	5	1	2
ENST00000370683	8	7	5			2
ENST00000370684	6	12	7	2	1	2
ENST00000370685	7	12	13	5	1	2
ENST00000370687	130	91	57	29	15	16
ENST00000370688	10	15	12	3	1	2
ENST00000370689	11	15	18	6	1	2
ENST00000370693	5	4	1	1	1	
ENST00000370695	114	76	62	2	2	4
ENST00000370698	97	62	54	2	2	2
ENST00000370701	113	73	59	2	2	3
ENST00000370702	6	6	8	5	1	4
ENST00000370706	95	57	53	41	25	30
ENST00000370708	21	17	23	13	2	6
ENST00000370710	6	6	8	5	1	4
ENST00000370711	6	6	8	5	1	4
ENST00000370713						1
ENST00000370715						1
ENST00000370717	1					1
ENST00000370721	1					1
ENST00000370723	1					1
ENST00000370725	1					1
ENST00000370727	1					1
ENST00000370728	1					1
ENST00000370730	1					1
ENST00000370733	17	16	12	2		2
ENST00000370745	1					
ENST00000370746	1	1		1		
ENST00000370748	1					
ENST00000370752	9	7	7	10	4	6
ENST00000370761	4					
ENST00000370763	8	7	3	2	1	
ENST00000370764	2	3	4	3		
ENST00000370765	204	201	213	137	156	98
ENST00000370766	3	7	7	4		
ENST00000370767	1823	1508	919	226	195	169
ENST00000370768	1823	1508	919	226	195	169
ENST00000370775	74	53	34	5	7	6
ENST00000370777	17	12	11	5	3	2
ENST00000370779	17	12	11	5	3	2
ENST00000370782	97	97	95	33	14	28
ENST00000370783	17	12	11	5	3	2
ENST00000370784		1				
ENST00000370785		1				
ENST00000370788	729	669	742	447	464	373
ENST00000370790	41	50	54	29	30	27
ENST00000370791	26	27	14	9	8	4
ENST00000370792	104	83	76	21	29	21
ENST00000370793	130	106	98	24	31	24
ENST00000370794	130	106	98	24	31	24
ENST00000370798	9	7	6	1		5
ENST00000370799	30	24	14	2	13	5
ENST00000370800	27	23	13	2	13	5
ENST00000370801	45	55	62	32	25	32
ENST00000370803	52	51	37	10	22	9
ENST00000370809		1				
ENST00000370812	217	144	93	11	6	5
ENST00000370818		1	1			
ENST00000370819	2					
ENST00000370823	63	40	22	11	10	14
ENST00000370826	34	30	27	8	4	1
ENST00000370828	45	37	25	8	2	7
ENST00000370833	28	15	11		1	
ENST00000370834	160	132	105	16	13	11
ENST00000370836	28	15	11		1	
ENST00000370839	18	22	9	6		3
ENST00000370841	160	135	105	16	13	12
ENST00000370842	24	22	20	7	9	9
ENST00000370844	13	16	5	5		3
ENST00000370846	24	21	19	6	9	9
ENST00000370848	7	6	5	2		1
ENST00000370849	19	19	8	6		3
ENST00000370853	18	22	9	6		3
ENST00000370854	24	21	20	7	9	9
ENST00000370857	18	22	9	6		3
ENST00000370858	2671	1798	1058	164	114	122
ENST00000370861	563	366	233	12	9	10
ENST00000370867	24	24	25	10	1	8
ENST00000370870	155	145	84	11	15	12
ENST00000370871	133	111	71	6	9	9
ENST00000370872	164	143	84	20	23	16
ENST00000370873	3184	2123	1261	175	122	131
ENST00000370874	105	64	35	10	3	7
ENST00000370882	5	2	3	1		
ENST00000370884	13	19	10	3		1
ENST00000370885	26	22	15	9	3	3
ENST00000370886	42	35	22	9	3	3
ENST00000370888	77	53	50	9	4	5
ENST00000370893	9	10	5			1
ENST00000370894	10	10	5			1
ENST00000370895	9	10	5			1
ENST00000370898	32	31	23	3	8	7
ENST00000370899	9	10	5			1
ENST00000370902	42	35	23	9	3	3
ENST00000370903	11	6	2	2		1
ENST00000370904	13	6	2	2		1
ENST00000370905	1					
ENST00000370910	13	6	2	2		1
ENST00000370913			1			
ENST00000370915	15	12	3	2	2	1
ENST00000370918	125	78	72	10	9	13
ENST00000370920	273	290	187	64	44	38
ENST00000370921		1				
ENST00000370922	1	2				
ENST00000370924			1	1		1
ENST00000370927	9	15	8	9	6	8
ENST00000370931			1	1		1
ENST00000370935	9	15	8	9	6	8
ENST00000370938	17	20	9	1	4	3
ENST00000370939	23	28	37	32	41	13
ENST00000370944	4	8	16	12	5	8
ENST00000370947	16	8	3	1	2	1
ENST00000370949	350	358	252	79	102	51
ENST00000370950	350	358	252	79	102	51
ENST00000370951	334	356	237	79	101	53
ENST00000370952	37	31	22		2	5
ENST00000370959	5	5	1			
ENST00000370960	2	2	1			
ENST00000370963	5	5	1			
ENST00000370966	27	30	33	33	20	21
ENST00000370968		1		2	1	
ENST00000370971	2					
ENST00000370973	4	3	2		1	
ENST00000370976	10	7	5		1	
ENST00000370978	28	38	12	18	5	12
ENST00000370982	19	21	11		2	2
ENST00000370985	5	2				
ENST00000370986	10	7	1		1	
ENST00000370989			1			
ENST00000370990	1866	1337	779	188	130	158
ENST00000370991						1
ENST00000370992	434	301	224	74	38	61
ENST00000370994	1866	1336	780	188	130	158
ENST00000370995	1865	1333	777	188	129	158
ENST00000370996	4	6	2	1	1	1
ENST00000371001	12	19	39	24	26	26
ENST00000371012	20	28	19	15	6	16
ENST00000371014	187	154	125	45	51	41
ENST00000371016	184	150	123	44	48	41
ENST00000371018	189	162	130	47	51	44
ENST00000371019	11	10	8	3		3
ENST00000371021	10	10	8	3		4
ENST00000371022			1			
ENST00000371023	2	1	1		1	
ENST00000371026	2	1	1		1	
ENST00000371027	21	14	15	4	3	6
ENST00000371033	822	623	405	88	49	99
ENST00000371041	5	7	9	3	1	1
ENST00000371045	2					
ENST00000371058		1				
ENST00000371059		1				
ENST00000371060		1				
ENST00000371064	19	13	19	9	8	3
ENST00000371065	295	262	166	24	14	19
ENST00000371068	16	17	12	12	6	7
ENST00000371069	27	15	16	4	7	1
ENST00000371070	13	13	10	3	4	3
ENST00000371072	40	31	26	8	6	11
ENST00000371075	8	7	7	2	1	4
ENST00000371081	2421	2032	1106	997	726	1028
ENST00000371083	67	43	27	2	1	3
ENST00000371084	69	44	29	2	1	3
ENST00000371085	4356	3284	2105	1202	844	1276
ENST00000371088	2	5	2	1	1	
ENST00000371092	14	7	8	3	2	2
ENST00000371095	4373	3313	2112	1192	860	1257
ENST00000371097	14	13	18	3	5	5
ENST00000371098	8	7	7	2	1	4
ENST00000371100	2279	1514	1213	241	141	271
ENST00000371102	2296	1543	1220	231	157	252
ENST00000371103	14	13	18	3	5	5
ENST00000371109			1			
ENST00000371110			1			
ENST00000371113	111	77	76	8	10	7
ENST00000371117		1				
ENST00000371118		1				2
ENST00000371120	9	11	9	6	1	5
ENST00000371121	73	53	36	6	8	7
ENST00000371122	72	49	36	6	8	7
ENST00000371123	73	53	34	6	8	7
ENST00000371132	282	224	254	119	128	83
ENST00000371141	282	225	255	119	128	83
ENST00000371142	2273	1743	1167	209	127	153
ENST00000371144	527	384	336	146	129	121
ENST00000371145	534	389	342	150	133	126
ENST00000371146	123	122	95	31	33	32
ENST00000371157	527	384	336	146	129	121
ENST00000371158	295	323	315	190	177	137
ENST00000371159	1	1				
ENST00000371160	527	384	336	146	129	121
ENST00000371176	2	4	2	1		
ENST00000371177	29	24	13	5	3	2
ENST00000371180	32	28	15	5	3	2
ENST00000371184	36	28	18	16	15	14
ENST00000371185	49	37	24	20	15	19
ENST00000371187	49	38	24	21	15	19
ENST00000371189	49	38	24	20	15	19
ENST00000371191	49	38	24	20	15	19
ENST00000371194	5	4	7	1		2
ENST00000371196			1			
ENST00000371199	95	54	47	10	10	9
ENST00000371204	95	102	73	10	8	7
ENST00000371205	36	33	34	9	3	6
ENST00000371207	36	33	34	9	3	6
ENST00000371208	193	131	105	32	34	29
ENST00000371209	6	9	3	1	1	
ENST00000371210	9	10	9		4	
ENST00000371212	19	17	18		5	
ENST00000371217	41	35	20	3	3	
ENST00000371218	21	17	20	1	5	1
ENST00000371219	1		1			
ENST00000371220		1				
ENST00000371221	511	338	238	29	27	45
ENST00000371222	71	54	44	12	8	14
ENST00000371224	517	347	247	29	28	47
ENST00000371225	483	434	270	41	43	23
ENST00000371226	51	27	28	6	5	4
ENST00000371227	1	4			1	
ENST00000371239	1	4			1	
ENST00000371241	1	4			1	
ENST00000371242	641	444	300	32	25	47
ENST00000371244	3	4		1	2	2
ENST00000371245	1	4			1	
ENST00000371246	1	4			1	
ENST00000371247	1	4			1	
ENST00000371248	29	25	13	2	5	5
ENST00000371249	1	4			1	
ENST00000371250	4	4	3	2		1
ENST00000371269	467	379	305	44	28	52
ENST00000371270	1	1	1			2
ENST00000371274	1		2			
ENST00000371276	1		2			
ENST00000371279	18	8	7	2		2
ENST00000371281	28	19	20	4	4	7
ENST00000371311						1
ENST00000371313	263	159	147	17	14	13
ENST00000371315	20	16	8		1	2
ENST00000371316	3	3	3	2	2	1
ENST00000371317	19	16	7		1	2
ENST00000371319	8	4	6	1		
ENST00000371321		1				1
ENST00000371322	173	137	92	14	22	22
ENST00000371323	167	133	90	14	22	21
ENST00000371325						1
ENST00000371327	265	207	177	19	20	28
ENST00000371328				1		1
ENST00000371331	7	9	2		1	3
ENST00000371332	147	134	87	29	30	29
ENST00000371335	195	144	85	7	3	7
ENST00000371337	84	54	47	8	6	10
ENST00000371341	282	196	119	10	7	8
ENST00000371344	282	196	119	10	7	8
ENST00000371347			1		1	
ENST00000371348	282	196	119	10	7	8
ENST00000371356	283	268	168	34	18	35
ENST00000371357				1		
ENST00000371361	185	149	101	48	51	24
ENST00000371363				1		
ENST00000371368	52	22	21	5	6	1
ENST00000371370	129	66	65	17	12	9
ENST00000371372				1		
ENST00000371375		1				
ENST00000371376	24	22	5	3		3
ENST00000371377	39	36	12	3		3
ENST00000371378	39	36	14	4		5
ENST00000371380		1				
ENST00000371383	10	5	2	2		1
ENST00000371384	22	28	13			
ENST00000371385		1				
ENST00000371394	7	11	9	2	5	5
ENST00000371399	2	2	3			
ENST00000371408	3	1	1			
ENST00000371410	202	159	82	25	19	26
ENST00000371419	843	584	411	75	68	48
ENST00000371421	90	95	80	26	8	25
ENST00000371422					1	
ENST00000371425					1	
ENST00000371429	62	40	40	6	2	7
ENST00000371431					1	
ENST00000371432	5	6	3	2	4	3
ENST00000371435	209	161	135	47	37	37
ENST00000371436	5	6	3	2	4	3
ENST00000371437	480	404	271	18	14	20
ENST00000371438	5	6	3	2	4	3
ENST00000371442	67	50	26	18	6	8
ENST00000371443	835	687	375	35	27	43
ENST00000371454	74	81	66	40	33	26
ENST00000371458			2			
ENST00000371459	7	9	10	2	2	3
ENST00000371460	4	6	9	2		2
ENST00000371466	161	117	73	7	2	3
ENST00000371470	197	155	86	18	1	13
ENST00000371471	477	342	282	255	153	246
ENST00000371472	52	57	67	43	30	30
ENST00000371473	51	55	65	43	30	30
ENST00000371474	47	50	60	37	26	24
ENST00000371475	51	56	66	43	30	30
ENST00000371477	743	571	366	92	92	67
ENST00000371485	382	313	186	73	77	32
ENST00000371486	81	65	47	6	4	8
ENST00000371488	55	39	15	4		3
ENST00000371489	774	559	331	107	70	59
ENST00000371493	32	17	15	3	2	4
ENST00000371500	1	1			2	1
ENST00000371505					1	
ENST00000371506	4	1	3	4		3
ENST00000371509	530	417	190	66	42	44
ENST00000371513	68	47	31	6	3	7
ENST00000371514	533	418	191	66	42	44
ENST00000371515	35	26	12	10	8	3
ENST00000371518	7	9	2	4	3	1
ENST00000371520			1			
ENST00000371521	25	26	22	10	3	15
ENST00000371522	14	4	1	4	3	
ENST00000371523	2	1	3	1	1	
ENST00000371528	12	12	9	8	5	7
ENST00000371531	4		1	2		1
ENST00000371532	7	6	4		1	5
ENST00000371538	128	129	58	9	6	6
ENST00000371539		1	3	5		4
ENST00000371542	1					
ENST00000371543	11	6	7	1	2	4
ENST00000371544	24	21	24	19	14	7
ENST00000371552	91	83	64	16	19	12
ENST00000371554	37453	28528	18176	4034	3496	2928
ENST00000371558	26	22	5			1
ENST00000371564	38	31	21	13	5	11
ENST00000371566	37	34	21	9	5	7
ENST00000371568	37	34	21	9	5	7
ENST00000371571	4	8	8	2	1	8
ENST00000371579	71	51	40	9	13	11
ENST00000371581	38	34	25	4	2	4
ENST00000371582	817	615	440	84	53	68
ENST00000371584	817	615	440	84	53	68
ENST00000371586	22	25	34	12	16	8
ENST00000371587	25	16	15	11	4	8
ENST00000371588	817	616	439	84	53	68
ENST00000371589	279	224	175	152	108	167
ENST00000371591	17	19	30	17	12	14
ENST00000371600	131	113	97	43	26	27
ENST00000371601	122	102	88	41	21	23
ENST00000371602	366	309	236	114	84	119
ENST00000371605	193	229	268	156	166	158
ENST00000371608	25	20	17	3	3	3
ENST00000371610	1255	835	589	236	128	208
ENST00000371614	9	7	2	1	3	2
ENST00000371620	51	66	51	31	24	34
ENST00000371621	239	213	158	59	53	60
ENST00000371625						1
ENST00000371626	196	131	106	19	18	13
ENST00000371627	170	153	131	58	46	50
ENST00000371628	4	8	6	2	1	
ENST00000371632					1	
ENST00000371633					2	1
ENST00000371642	53	59	30	1	3	2
ENST00000371646	37609	28625	18239	4055	3513	2929
ENST00000371648	2667	1993	1300	192	124	152
ENST00000371649	2692	2017	1314	195	124	157
ENST00000371650	44	25	16	2	2	6
ENST00000371652	44	25	17	2	2	6
ENST00000371655	1	1	2			
ENST00000371656	12	9	7		1	
ENST00000371657	537	374	266	56	57	66
ENST00000371658	10	5	1			
ENST00000371661	152	113	88	19	12	17
ENST00000371663	319	321	346	359	281	276
ENST00000371666	65	77	44	2	3	3
ENST00000371667	3	4	3	6	1	1
ENST00000371671	26	28	53	32	27	29
ENST00000371674	679	465	339	63	71	70
ENST00000371677	674	458	332	68	71	71
ENST00000371681	13	5	6	5	1	2
ENST00000371691		1				1
ENST00000371692	2	1				1
ENST00000371694	27	16	19	3	1	7
ENST00000371696	42	42	32	6	2	7
ENST00000371697	3	3				
ENST00000371698	165	99	65	18	8	19
ENST00000371699	165	99	65	18	8	19
ENST00000371703	12	6	6			1
ENST00000371706	209	216	181	151	91	121
ENST00000371708	62	65	41	20	17	20
ENST00000371711	20	22	12	11	10	4
ENST00000371712	5	4	3	3	5	6
ENST00000371713	62	65	41	20	17	20
ENST00000371714	471	443	349	98	71	58
ENST00000371717	276	190	157	28	26	34
ENST00000371723	25	30	19	14	13	7
ENST00000371724	62	65	41	20	17	20
ENST00000371725	67	44	48	34	30	12
ENST00000371728	282	218	197	55	46	36
ENST00000371730	210	198	140	75	45	39
ENST00000371731	2	1	1	1		1
ENST00000371732				1	1	
ENST00000371733	268	239	170	85	56	51
ENST00000371734				1	1	
ENST00000371738	11	12	8	2		
ENST00000371739	2	1	4			
ENST00000371740	2	1	1	1		1
ENST00000371741	1			2	1	1
ENST00000371744	127	112	98	54	31	29
ENST00000371746				1	1	1
ENST00000371747	313	237	184	48	31	42
ENST00000371748				1	1	1
ENST00000371750	518	391	314	81	51	76
ENST00000371752	284	255	220	90	72	61
ENST00000371753	9	7	5	4	5	8
ENST00000371754	138	130	106	58	35	32
ENST00000371755	62	65	41	20	17	20
ENST00000371756	102	63	53	38	20	23
ENST00000371761	3	5	2	5	1	3
ENST00000371766	2	2	1			
ENST00000371768	1	1				
ENST00000371785	41	27	19	5		5
ENST00000371789	2	1				
ENST00000371791	2	1				
ENST00000371792	973	680	446	91	74	75
ENST00000371793	65	46	42	11	11	11
ENST00000371795	27	25	21	6	4	
ENST00000371796	64	46	42	11	11	11
ENST00000371799	1	3	4	3	3	3
ENST00000371801	1	3	4			3
ENST00000371802	970	679	442	92	74	76
ENST00000371804	4	3	1		1	
ENST00000371809	2	3	2			
ENST00000371811	1	2	1	1		
ENST00000371817	8	16	15	10	7	12
ENST00000371818	1	2	1	1		
ENST00000371820	8	16	15	10	7	12
ENST00000371822	44	40	33	21	9	13
ENST00000371825	47	44	34	21	9	13
ENST00000371826	6	2	2	2	1	
ENST00000371828	970	679	442	92	74	76
ENST00000371834	136	140	118	53	37	52
ENST00000371835	244	203	235	137	136	117
ENST00000371836		1				
ENST00000371837	42	28	23	1	2	2
ENST00000371838		1				
ENST00000371839		1				
ENST00000371841			1	1	4	
ENST00000371842	11	17	23	14	14	15
ENST00000371843	1		2	1	4	
ENST00000371847	1		2	1	4	
ENST00000371848	14	23	27	14	9	13
ENST00000371850	193	176	201	88	74	54
ENST00000371851	193	177	203	88	75	54
ENST00000371856	973	680	446	91	74	75
ENST00000371867	2			2		1
ENST00000371868		3			1	1
ENST00000371871	84	58	61	5	3	9
ENST00000371872	2	5		2	2	4
ENST00000371873	380	265	205	34	16	29
ENST00000371877	46	32	42	17	15	15
ENST00000371878	24	20	12	2	2	1
ENST00000371882	24	20	12	2	2	1
ENST00000371893	73	46	50	29	19	27
ENST00000371894	28	12	12	1	1	1
ENST00000371897	6	4	5	1		1
ENST00000371899	6	4	5	1		1
ENST00000371910		2	6	4	3	1
ENST00000371911		1		1		
ENST00000371916	4	3	5	3	1	4
ENST00000371917	313	227	230	90	61	97
ENST00000371919		4		1	1	
ENST00000371923		4		1	1	
ENST00000371924	3	5	4	5	9	3
ENST00000371926	3	5	4	5	9	3
ENST00000371927	3	4	3	5	9	2
ENST00000371929	6	9	14	13	5	9
ENST00000371930	1				1	
ENST00000371933	30	35	44	38	29	35
ENST00000371935	76	84	53	23	17	16
ENST00000371941	3639	3266	2542	1414	1144	1362
ENST00000371942	114	100	70	31	28	23
ENST00000371945	30	16	14	3	8	7
ENST00000371946	30	16	14	3	8	7
ENST00000371947	12	10	4			
ENST00000371951			2			1
ENST00000371953	56	65	46	25	25	30
ENST00000371956		1				
ENST00000371957	4	1	1			
ENST00000371958	23	24	8	2	4	5
ENST00000371959	26	26	8	2	4	5
ENST00000371962	26	26	8	2	4	5
ENST00000371964	191	196	117	35	21	23
ENST00000371974	75	55	37	7	4	9
ENST00000371975	26	34	42	36	35	29
ENST00000371979	51	42	30	14	9	10
ENST00000371984	21	22	23	8	7	14
ENST00000371989	849	574	380	101	58	94
ENST00000371991	212	140	90	15	7	14
ENST00000371992	20	21	21	8	7	14
ENST00000371994	9	5	6		1	
ENST00000371996	32	17	16	1	2	3
ENST00000371997	984	924	823	464	423	428
ENST00000371998	991	931	825	464	423	428
ENST00000371999	8	2	3	1	3	1
ENST00000372003	10	6	3			
ENST00000372004	991	928	822	464	423	428
ENST00000372006	35	54	48	21	30	36
ENST00000372008	45	43	76	40	29	27
ENST00000372013	13	9	5			1
ENST00000372014	116	101	74	59	34	30
ENST00000372017			1			
ENST00000372022	211	165	90	22	20	27
ENST00000372023	361	292	247	123	113	98
ENST00000372025	2	6	2			
ENST00000372027	1					
ENST00000372037	13	32	18	12	22	6
ENST00000372047	32	36	54	51	26	34
ENST00000372050	32	36	54	51	26	34
ENST00000372052	1101	1005	526	231	191	137
ENST00000372054		2				
ENST00000372055	34	22	23	18	14	8
ENST00000372057	80	61	38	6	13	8
ENST00000372059	56	36	26	6	6	4
ENST00000372062	32	36	54	51	26	34
ENST00000372064	33	21	22	18	13	6
ENST00000372067	34	22	22	18	14	8
ENST00000372068	16	20	11	2		3
ENST00000372070	114	73	60	29	20	26
ENST00000372073	16	20	11	2		3
ENST00000372075	112	109	78	52	33	32
ENST00000372077	19	12	14	13	12	3
ENST00000372079	1191	766	545	103	2	47
ENST00000372080	1		2			
ENST00000372084	3	6	2	3	5	3
ENST00000372086	3	6	2	3	5	3
ENST00000372088	23	17	12	12	8	6
