transcript	Control_rep1	Control_rep2	Control_rep3	LeuStarve_rep1	LeuStarve_rep2	LeuStarve_rep3
ENST00000395168	176	145	211	231	311	201
ENST00000395169	1			2		
ENST00000395176	4	7	1	7	10	3
ENST00000395183	5	6	11	11	21	14
ENST00000395184	8	7	11	19	25	16
ENST00000395198	100	81	116	73	140	70
ENST00000395199	83	83	101	137	145	107
ENST00000395200	81	66	94	112	136	98
ENST00000395202	96	91	117	157	168	124
ENST00000395205	29	26	35	56	56	48
ENST00000395209				1	2	1
ENST00000395211	108	65	116	108	123	92
ENST00000395212	56	61	66	65	85	60
ENST00000395216	4	4	4	3	10	3
ENST00000395218	342	242	374	404	543	335
ENST00000395224		1			1	
ENST00000395226	83	58	90	97	114	64
ENST00000395236	271	235	371	260	390	212
ENST00000395238	32	20	28	17	35	15
ENST00000395240	4061	3340	5100	4517	5861	3827
ENST00000395243	4	7	2	3	7	2
ENST00000395244		1		1		1
ENST00000395245	22	16	33	28	32	31
ENST00000395246	46	40	87	90	86	75
ENST00000395248	1			2	1	2
ENST00000395254	2	1	5	3	6	3
ENST00000395255	2		5	3	6	1
ENST00000395258			1		1	
ENST00000395260	52	40	65	62	72	65
ENST00000395266	37	29	46	62	69	38
ENST00000395270	202	148	243	173	268	174
ENST00000395284	710	538	831	914	1119	756
ENST00000395287	2718	1998	2938	2078	2645	1997
ENST00000395288	59	58	81	44	54	41
ENST00000395290	178	134	218	171	238	167
ENST00000395292	292	249	383	333	430	314
ENST00000395303	1	1	2	5	1	3
ENST00000395305			1	3		2
ENST00000395308	1294	890	1370	1376	1761	1169
ENST00000395309	1294	890	1370	1376	1761	1169
ENST00000395310	645	476	784	790	1005	696
ENST00000395311	1313	906	1391	1405	1787	1184
ENST00000395314	1329	927	1411	1437	1812	1197
ENST00000395319	57	36	69	64	88	58
ENST00000395321	57	36	72	65	89	60
ENST00000395323	19	21	30	38	53	45
ENST00000395324	29	15	31	28	41	24
ENST00000395325	109	83	108	130	178	108
ENST00000395326	194	161	268	187	251	157
ENST00000395330	3	1	1	5	3	1
ENST00000395331	59	41	85	73	82	61
ENST00000395332	68	50	103	86	90	71
ENST00000395334	179	160	191	187	186	119
ENST00000395336	110	89	136	139	178	110
ENST00000395338		4	1	1	2	2
ENST00000395339				1		
ENST00000395340	302	236	380	318	433	264
ENST00000395343	428	326	520	382	542	334
ENST00000395344	112	86	150	145	181	109
ENST00000395346	208	140	190	223	303	229
ENST00000395347	41	27	39	49	62	37
ENST00000395348	41	27	39	49	62	37
ENST00000395353	2	6	4	4	7	5
ENST00000395354	1650	1226	1984	2383	3151	2176
ENST00000395358	2	1		2	2	
ENST00000395363	1	3		1	3	3
ENST00000395366	2292	1667	2482	3257	4006	2771
ENST00000395375			3	2	4	11
ENST00000395376	166	119	153	217	228	158
ENST00000395379	166	119	153	217	228	158
ENST00000395384	146	112	110	141	146	80
ENST00000395386	339	257	325	323	375	252
ENST00000395388	1		3	1	1	2
ENST00000395390	334	257	330	318	374	251
ENST00000395392	859	630	1024	695	879	573
ENST00000395395	9	14	13	10	12	8
ENST00000395397	5	1	5	2	7	7
ENST00000395404	66	57	73	50	86	67
ENST00000395405	1060	804	1232	1404	1853	1168
ENST00000395407	3	1	3	5	10	7
ENST00000395418	91	60	92	141	108	95
ENST00000395422	276	279	419	440	435	315
ENST00000395423	218	177	252	215	356	233
ENST00000395425	467	290	503	417	470	331
ENST00000395430					1	1
ENST00000395433					1	1
ENST00000395435	864	643	831	1086	1124	999
ENST00000395436	892	668	858	1127	1171	1026
ENST00000395440					1	1
ENST00000395442					1	1
ENST00000395443	538	350	546	430	535	329
ENST00000395445					1	1
ENST00000395446					1	1
ENST00000395451	14	18	7	22	17	16
ENST00000395453	812	551	720	882	960	777
ENST00000395454	811	551	718	879	959	774
ENST00000395456		1		2	2	1
ENST00000395458	278	260	431	334	416	273
ENST00000395460	15	11	11	10	17	9
ENST00000395461		1		2	2	1
ENST00000395463	9	6	8	5	10	8
ENST00000395468	23	17	16	25	32	14
ENST00000395471	186	123	230	457	544	385
ENST00000395472	25	8	15	27	33	31
ENST00000395474	739	579	850	543	672	433
ENST00000395476	25	20	38	34	43	31
ENST00000395477	118	107	188	142	185	107
ENST00000395479	32	23	26	41	47	51
ENST00000395487	73	46	78	63	91	42
ENST00000395496	65	55	73	77	85	66
ENST00000395497	65	55	73	77	85	66
ENST00000395499	65	55	73	77	85	66
ENST00000395503	6	3	2	3	4	2
ENST00000395505	33	14	30	36	39	29
ENST00000395506	32	14	28	35	38	28
ENST00000395510	245	204	324	208	283	211
ENST00000395511	121	90	129	124	179	110
ENST00000395512		3		3	2	
ENST00000395514	126	99	118	141	152	103
ENST00000395522	223	165	271	235	306	205
ENST00000395523	124	105	125	151	154	130
ENST00000395525	223	165	271	235	306	205
ENST00000395526	5	7	18	15	24	24
ENST00000395527	231	166	284	240	316	213
ENST00000395529	224	165	272	235	307	209
ENST00000395530	230	166	283	240	315	209
ENST00000395532	74	50	66	47	64	57
ENST00000395535	247	195	266	263	278	255
ENST00000395536	110	75	136	151	145	131
ENST00000395540	11	15	12	14	29	16
ENST00000395542	29	26	31	31	54	31
ENST00000395544	7	8	6	8	16	18
ENST00000395547	333	306	422	377	478	320
ENST00000395550	191	118	201	174	195	160
ENST00000395555	4	2	5	11	12	7
ENST00000395556	502	368	512	467	659	406
ENST00000395557	117	69	130	148	172	110
ENST00000395560	1			4	7	3
ENST00000395564	17	5	11	20	21	18
ENST00000395565	282	245	320	369	482	421
ENST00000395566	287	248	320	370	483	423
ENST00000395568	145	126	185	176	196	153
ENST00000395569	79	80	100	80	121	106
ENST00000395571	207	111	211	167	211	148
ENST00000395573	32	20	34	31	37	28
ENST00000395575	243	182	271	294	294	212
ENST00000395577	29	29	46	44	40	35
ENST00000395578	16	8	18	18	25	13
ENST00000395580	196	165	240	234	286	217
ENST00000395585	32	30	49	34	48	26
ENST00000395587	11083	8639	13750	13297	16254	11075
ENST00000395589	282	216	274	374	432	271
ENST00000395590	6	4	6	19	20	14
ENST00000395591	48	37	62	71	86	47
ENST00000395593	59	47	72	91	100	55
ENST00000395594	58	34	37	60	63	67
ENST00000395595	54	40	67	81	92	50
ENST00000395598	54	40	66	81	92	50
ENST00000395601	12	23	32	19	25	25
ENST00000395602	43	40	41	35	57	39
ENST00000395603	806	576	904	925	1195	817
ENST00000395604	43	40	41	35	57	39
ENST00000395606	78	58	80	45	67	33
ENST00000395611	120	98	146	148	202	115
ENST00000395614	3	3	12	10	12	4
ENST00000395616	15	22	33	43	58	33
ENST00000395618	20	16	13	10	10	18
ENST00000395619	4	3	4	4	3	4
ENST00000395620	39	31	32	34	36	43
ENST00000395621	4	3	4	4	3	4
ENST00000395626	38	28	29	32	35	41
ENST00000395629	47	21	39	40	56	46
ENST00000395630	6	17	8	16	32	14
ENST00000395631	256	181	266	339	390	280
ENST00000395633	143	124	175	143	209	152
ENST00000395634	13	13	16	37	42	22
ENST00000395636	4	5	4	8	10	11
ENST00000395640	31	18	34	62	46	36
ENST00000395641	3	1	1	20	13	13
ENST00000395648	16	24	27	31	20	26
ENST00000395650		3	2		3	2
ENST00000395652	92	44	95	114	154	105
ENST00000395653	23	20	26	21	29	30
ENST00000395655	147	115	181	115	148	104
ENST00000395656	23	20	42	44	51	36
ENST00000395659	226	196	280	252	301	214
ENST00000395663	226	196	280	252	301	214
ENST00000395665					1	
ENST00000395667					1	
ENST00000395673	135	102	169	146	203	118
ENST00000395675	187	156	216	223	282	161
ENST00000395678	2	5	2	3	5	2
ENST00000395680	2	5	2	3	5	2
ENST00000395681	1	5	2	2	5	2
ENST00000395686	146	109	146	169	249	130
ENST00000395693	54	33	78	43	47	31
ENST00000395694	201	165	265	253	254	175
ENST00000395698	147	122	176	195	238	173
ENST00000395699	84	93	103	87	109	62
ENST00000395700	210	161	226	331	365	316
ENST00000395701	237	210	319	334	431	304
ENST00000395703	1	5	9	10	8	8
ENST00000395704	1	5	8	10	8	8
ENST00000395706	43	25	35	43	43	32
ENST00000395710	8	9	13	21	17	9
ENST00000395711	789	640	948	847	1181	707
ENST00000395715	80	48	74	76	97	81
ENST00000395718	29	20	41	28	49	28
ENST00000395719	2531	1812	2720	2269	2908	1821
ENST00000395721	1		1			3
ENST00000395722	1				1	
ENST00000395723	2		6	1	2	
ENST00000395724			1			
ENST00000395725	1				1	
ENST00000395726	157	115	196	217	298	204
ENST00000395727	1		1			3
ENST00000395728	786	580	850	673	889	569
ENST00000395734	786	582	967	976	974	706
ENST00000395736	149	92	147	170	183	166
ENST00000395739	154	120	193	167	222	148
ENST00000395740	3		5	3	3	2
ENST00000395741	65	56	109	110	117	84
ENST00000395744	66	56	109	110	117	84
ENST00000395745	2	1	3	2	6	3
ENST00000395747	11	3	5	10	10	10
ENST00000395748			4	5	4	2
ENST00000395749	11	3	5	9	10	10
ENST00000395750				1		2
ENST00000395753				1		2
ENST00000395754			1	1	1	1
ENST00000395757	72	63	94	121	142	115
ENST00000395758	54	40	73	60	80	53
ENST00000395759	24	20	29	28	31	38
ENST00000395762	9	6	13	7	19	10
ENST00000395763	9	5	12	8	11	7
ENST00000395764	1		5	3	4	1
ENST00000395769	22	9	15	19	27	16
ENST00000395770	125	99	137	156	168	130
ENST00000395777	1	1	1	2		2
ENST00000395778	2	5	5	14	8	3
ENST00000395780	12	22	23	36	47	37
ENST00000395781	25	25	35	36	48	27
ENST00000395782	20	19	28	27	37	21
ENST00000395783	20	19	28	27	37	21
ENST00000395785	103	82	125	153	153	133
ENST00000395787	384	294	457	433	470	385
ENST00000395793					1	
ENST00000395794					1	
ENST00000395795					1	
ENST00000395797	26	13	38	35	35	24
ENST00000395799	266	223	321	184	230	172
ENST00000395802	137	118	172	196	166	163
ENST00000395805	25	24	32	25	36	29
ENST00000395806	3	4	3	10	12	13
ENST00000395808	114	98	152	128	153	121
ENST00000395809	1		2	4	2	5
ENST00000395810	1		2	4	2	5
ENST00000395811	358	294	448	424	539	385
ENST00000395812	496	347	516	504	674	399
ENST00000395813	496	347	514	496	667	396
ENST00000395814	6	3	5	13	8	11
ENST00000395816	6	3	5	13	8	11
ENST00000395824	21	19	12	32	37	25
ENST00000395825	21	19	12	32	37	25
ENST00000395826	2	1	2	5	6	3
ENST00000395827	118	95	176	193	223	178
ENST00000395829	118	95	176	192	223	178
ENST00000395831	41	26	27	37	58	37
ENST00000395833			1	4	2	2
ENST00000395834	4	2	7	6	11	6
ENST00000395835	117	81	116	148	185	119
ENST00000395837	9649	7205	11696	11640	12141	10074
ENST00000395839	9648	7205	11697	11642	12141	10076
ENST00000395840	242	186	300	309	335	281
ENST00000395841	242	186	300	309	335	281
ENST00000395842	2	3	3	2	1	4
ENST00000395844	91	67	91	107	132	86
ENST00000395848	259	227	319	274	332	274
ENST00000395850	56	53	70	82	96	56
ENST00000395851	389	323	479	421	529	383
ENST00000395855			1		1	
ENST00000395856	52	35	64	52	60	46
ENST00000395858	1					
ENST00000395859	38	32	43	38	47	34
ENST00000395860	38	32	43	38	48	34
ENST00000395862	241	175	262	343	380	262
ENST00000395863	34	30	34	27	57	38
ENST00000395864	28	27	31	19	48	32
ENST00000395867	27	10	20	23	23	20
ENST00000395868	6	3	4	12	15	8
ENST00000395869	1		1		1	
ENST00000395871	16	14	15	14	26	14
ENST00000395872	6	3	4	12	15	8
ENST00000395876			1	1	1	
ENST00000395878	119	75	132	109	170	105
ENST00000395879	213	141	207	197	264	184
ENST00000395881	453	343	530	531	677	510
ENST00000395882	2	1	1	3	4	3
ENST00000395884	119	88	129	331	341	214
ENST00000395887	26	27	24	17	34	30
ENST00000395889					1	
ENST00000395891	2	2	2	2	2	2
ENST00000395892	174	141	251	267	321	182
ENST00000395893	245	202	267	250	328	188
ENST00000395894	242	199	265	245	325	185
ENST00000395898	259	219	340	295	331	263
ENST00000395901	48	37	42	50	63	44
ENST00000395906					1	
ENST00000395907	190	146	260	158	180	145
ENST00000395911	193	148	266	163	182	147
ENST00000395912	49	49	69	76	104	61
ENST00000395913	193	148	266	163	182	147
ENST00000395914	193	148	266	163	182	147
ENST00000395915	193	148	266	163	182	147
ENST00000395923	4	4	2	1	8	4
ENST00000395925	20	13	27	20	33	9
ENST00000395927					1	1
ENST00000395934	16	10	13	16	21	9
ENST00000395936	3	2	7	4	3	4
ENST00000395938	4	3	3	4	2	4
ENST00000395939					1	1
ENST00000395948	2859	2164	3347	3433	4513	2582
ENST00000395951	5964	4373	7058	7473	9222	6402
ENST00000395952	57	62	61	59	96	44
ENST00000395953	5963	4373	7059	7473	9223	6402
ENST00000395956	5965	4373	7059	7474	9221	6402
ENST00000395957	5963	4373	7060	7474	9223	6402
ENST00000395958	5963	4373	7058	7474	9221	6402
ENST00000395961	1	1	1			
ENST00000395962	1475	1257	1846	1371	1987	1403
ENST00000395965	17	11	19	25	19	21
ENST00000395969	615	489	709	660	890	608
ENST00000395978			1		1	
ENST00000395979	2	2	7	4	5	2
ENST00000395981			1		1	
ENST00000395983			1		1	
ENST00000395986			1		1	
ENST00000395987	5	3	6	18	19	14
ENST00000395990	3	3	3	11	13	10
ENST00000395995	152	133	192	224	283	197
ENST00000395997				1	1	1
ENST00000395999	1			2		
ENST00000396005				1		
ENST00000396007	15	11	13	13	19	16
ENST00000396009	1	2		2	2	1
ENST00000396013	117	96	148	155	191	147
ENST00000396014	164	132	179	211	209	149
ENST00000396020	99	98	118	46	65	52
ENST00000396024	310	238	421	415	521	341
ENST00000396026	41	27	53	47	62	31
ENST00000396027	187	113	201	192	199	158
ENST00000396028	153	115	158	137	167	133
ENST00000396029	262	210	304	265	333	254
ENST00000396032	262	210	304	265	333	254
ENST00000396033	1295	942	1360	1132	1373	915
ENST00000396039	68	40	52	67	73	49
ENST00000396040	4	2	3	6	8	4
ENST00000396044						4
ENST00000396045	4	2	2	6	8	4
ENST00000396048	3	2	2	4	9	7
ENST00000396049	64	57	107	83	79	48
ENST00000396050	4	8	7	9	10	8
ENST00000396051	27	20	36	23	25	21
ENST00000396052	3	2	4	2	7	3
ENST00000396053	606	446	732	817	1031	828
ENST00000396056	50	38	36	54	90	49
ENST00000396057	2				4	3
ENST00000396058	58	45	58	104	119	81
ENST00000396060	46	35	57	64	110	67
ENST00000396061	46	35	57	64	110	67
ENST00000396062	416	366	536	615	689	502
ENST00000396063	46	35	57	64	110	67
ENST00000396064	30	25	41	49	82	48
ENST00000396068	469	397	608	347	498	315
ENST00000396070	4139	3828	4627	2043	2096	1817
ENST00000396076	29894	21787	32769	28468	34113	23971
ENST00000396077	147	93	152	200	255	163
ENST00000396078	33	18	23	38	43	41
ENST00000396081	119	85	103	70	107	67
ENST00000396083	279	225	391	251	314	251
ENST00000396085	17	15	22	16	42	21
ENST00000396087	17	15	22	16	43	21
ENST00000396091	170	117	172	110	154	104
ENST00000396096	662	444	651	428	556	418
ENST00000396097	107	81	116	150	205	139
ENST00000396098	73	62	83	116	166	115
ENST00000396099	96	76	105	139	196	128
ENST00000396103	4	1	1		3	3
ENST00000396105	36	49	56	38	66	55
ENST00000396111	4	5	6	1	6	6
ENST00000396113	4	5	6	1	6	6
ENST00000396115	3	2	2	9	3	2
ENST00000396123	15	15	19	31	29	16
ENST00000396124	80	48	83	72	77	80
ENST00000396127	35	37	54	52	68	38
ENST00000396128	28	25	33	48	52	42
ENST00000396133	144	118	171	151	184	124
ENST00000396137	161	114	162	250	316	204
ENST00000396144	85	73	98	74	91	76
ENST00000396147	7	11	11	8	26	18
ENST00000396148	34	25	50	72	94	47
ENST00000396150	1	4	1	2	7	5
ENST00000396151	9	10	12	22	21	16
ENST00000396153	736	557	805	738	975	658
ENST00000396154	11	10	9	20	25	21
ENST00000396158	124	81	121	176	218	156
ENST00000396161	12	12	20	42	40	18
ENST00000396165	120	74	114	163	199	147
ENST00000396166				1		
ENST00000396168				1		
ENST00000396170			1	1		
ENST00000396172	2491	1814	2935	3361	4045	2748
ENST00000396175	71	43	66	99	116	85
ENST00000396182				2	2	2
ENST00000396183	1410	1114	1805	1758	2381	1465
ENST00000396184				2	2	2
ENST00000396185	1410	1114	1805	1758	2382	1465
ENST00000396191				2	2	2
ENST00000396192	1372	932	1428	954	1220	813
ENST00000396193			1	2	2	2
ENST00000396194	19	4	14	18	22	11
ENST00000396196	6	2	6	10	7	4
ENST00000396197	55	35	60	48	57	36
ENST00000396199	8	6	10	12	15	18
ENST00000396200	88	54	100	99	123	90
ENST00000396203	3787	3171	4959	2849	3235	2732
ENST00000396204	3	1	4	7	7	3
ENST00000396207	24	20	44	24	40	31
ENST00000396208	164	128	161	213	242	171
ENST00000396209	24	20	44	24	40	31
ENST00000396210	24	20	44	24	40	31
ENST00000396211	8	4	13	10	18	8
ENST00000396212	164	128	161	213	242	171
ENST00000396213	2	1	4	1	2	1
ENST00000396215	2	5	1	4	7	8
ENST00000396217			2		4	
ENST00000396218	30	19	35	43	59	30
ENST00000396219	1			1	1	
ENST00000396221	125	93	132	118	133	96
ENST00000396222	3217	2548	3827	3544	4117	3036
ENST00000396224	797	589	814	864	1173	655
ENST00000396225			2		2	2
ENST00000396229	9	6	2	5	3	5
ENST00000396231				2	3	4
ENST00000396234	72	65	83	115	170	87
ENST00000396247	119	84	142	86	92	69
ENST00000396249	180	162	232	198	197	150
ENST00000396252	33	22	40	45	59	45
ENST00000396253	159	109	151	130	160	130
ENST00000396257	57	37	52	69	92	53
ENST00000396259	57	37	52	70	91	52
ENST00000396263	111	72	108	92	156	91
ENST00000396265	180	140	196	261	271	215
ENST00000396267	3	1	4	7	2	2
ENST00000396268	111	72	109	93	157	91
ENST00000396271	279	188	243	288	389	259
ENST00000396272	5	7	4		13	4
ENST00000396276	529	374	568	627	748	527
ENST00000396281	151	98	131	147	250	179
ENST00000396282	507	374	555	524	668	445
ENST00000396290	147	118	188	256	292	240
ENST00000396294	38	22	38	26	51	31
ENST00000396298	94	81	105	107	122	76
ENST00000396299	188	159	204	229	285	195
ENST00000396300	202	169	219	247	309	211
ENST00000396307	18	21	32	38	51	25
ENST00000396308	31	25	31	57	78	50
ENST00000396319	653	531	750	851	1086	720
ENST00000396324	200	234	328	269	348	224
ENST00000396330	4	4	6	8	11	7
ENST00000396334	6	2	5	8	10	6
ENST00000396335	126	91	125	110	149	103
ENST00000396340	113	78	112	181	255	180
ENST00000396344	109	85	111	127	152	130
ENST00000396345	13	19	10	19	20	28
ENST00000396349	6	1	11	15	15	10
ENST00000396352	4	7	6	3	14	8
ENST00000396354	83	59	93	82	105	75
ENST00000396355	83	59	93	82	105	75
ENST00000396356	20	10	15	24	22	8
ENST00000396359	789	656	1017	941	1097	743
ENST00000396366	62	46	72	80	83	82
ENST00000396368	38	35	39	61	68	48
ENST00000396372	5	2	4	9	5	5
ENST00000396373		1	1	3	3	3
ENST00000396376	13	14	26	30	30	22
ENST00000396383	202	208	308	251	287	249
ENST00000396384	8537	6587	10098	7497	9374	6505
ENST00000396386	2081	1743	2554	3027	3455	2570
ENST00000396388	324	346	450	344	343	331
ENST00000396389	8971	6856	10525	8145	10254	6934
ENST00000396391	55	41	74	58	79	48
ENST00000396392	10	6	11	14	19	12
ENST00000396394	698	400	634	714	862	613
ENST00000396396	10	7	11	15	20	13
ENST00000396398	13	14	20	23	28	20
ENST00000396399	1		1	1	3	1
ENST00000396400			1	2		1
ENST00000396401	657	542	831	937	1149	867
ENST00000396403	104	80	132	182	221	175
ENST00000396408	100	80	146	161	211	171
ENST00000396410	788	606	925	880	1034	801
ENST00000396417	3	2		7	2	2
ENST00000396418	15	19	18	33	40	34
ENST00000396420	28	19	28	36	48	26
ENST00000396423	2	3	4	2	6	
ENST00000396424	4	5	14	12	12	7
ENST00000396425	102	81	97	102	136	89
ENST00000396426	101	81	96	102	135	89
ENST00000396428	166	128	221	201	271	193
ENST00000396429	127	94	138	125	140	101
ENST00000396431	127	92	133	121	139	95
ENST00000396432	189	107	187	186	234	159
ENST00000396439				3		1
ENST00000396442	237	227	331	280	356	251
ENST00000396444	220	179	283	207	305	219
ENST00000396445	11	11	11	10	25	12
ENST00000396446	11	11	11	10	25	12
ENST00000396448	467	382	549	638	783	643
ENST00000396463	110	132	184	109	124	92
ENST00000396464	29	25	39	22	59	29
ENST00000396465	9277	6578	9636	6889	8921	5921
ENST00000396466	9278	6578	9636	6888	8921	5923
ENST00000396467	9276	6576	9638	6888	8922	5922
ENST00000396475	183	148	205	198	230	155
ENST00000396478	108	69	127	118	153	79
ENST00000396496	143	91	138	135	152	99
ENST00000396499	143	91	138	135	152	99
ENST00000396501	16	14	22	30	33	34
ENST00000396503	81	77	96	67	56	45
ENST00000396504	96	107	132	116	149	90
ENST00000396505	4	6	6	11	12	4
ENST00000396509	71	46	78	55	84	66
ENST00000396512	266	211	284	395	466	305
ENST00000396516	139	104	175	196	199	169
ENST00000396521	185	165	234	163	166	165
ENST00000396525	2169	1807	2591	2787	3691	2726
ENST00000396526	166	97	188	258	339	193
ENST00000396535			1		2	
ENST00000396545	1					
ENST00000396547	33	29	53	35	60	38
ENST00000396548	37	29	55	39	61	40
ENST00000396551	37	29	55	39	61	40
ENST00000396553	2		1		3	2
ENST00000396554	2		1		3	2
ENST00000396556	32	38	44	40	51	42
ENST00000396559		2	2		3	
ENST00000396560	2	2	7		3	3
ENST00000396563	2		1	1	1	1
ENST00000396568	10	6	7	5	10	7
ENST00000396576	11	4	9	9	14	13
ENST00000396578	1	1	5	3	6	
ENST00000396582	20	21	37	38	66	32
ENST00000396589	3	2	5	7	17	9
ENST00000396591	79	69	113	112	132	104
ENST00000396593	31	35	34	53	60	39
ENST00000396594	260	169	267	192	280	186
ENST00000396595	21	25	40	45	65	29
ENST00000396596	33	24	40	41	53	28
ENST00000396597	133	71	149	147	176	124
ENST00000396600	16	13	22	31	29	16
ENST00000396602	148	83	164	168	191	145
ENST00000396603	1203	883	1332	1376	1650	1141
ENST00000396604	149	86	163	168	188	145
ENST00000396613	1	2	3	4	5	1
ENST00000396618	144	111	185	155	218	103
ENST00000396621		1				
ENST00000396623		1	1			
ENST00000396625	18	22	29	34	31	18
ENST00000396627	743	651	853	813	1000	811
ENST00000396628	743	651	853	813	1000	811
ENST00000396629	316	217	337	340	420	272
ENST00000396634	899	770	1101	1140	1501	971
ENST00000396638					1	
ENST00000396642	103	66	95	136	150	123
ENST00000396648	33	29	42	45	59	32
ENST00000396649	310	216	321	226	286	221
ENST00000396650	1				1	
ENST00000396651	6561	5090	7481	4140	4668	3613
ENST00000396652	2	3	2	3	5	2
ENST00000396653	17	7	24	11	15	12
ENST00000396654	56	31	64	41	48	36
ENST00000396658	317	210	278	241	338	230
ENST00000396659				2		
ENST00000396662	48	25	60	40	40	26
ENST00000396663	48	25	60	40	40	26
